price,competitor_price,demand,season,promotion,stock,rating,competitor_stock
79.37,78.89,419.0,Regular,1,146,4.38,1
71.12,58.58,361.0,Regular,0,30,4.47,1
143.36,159.15,463.0,Weekend,0,43,3.39,0
167.2,157.14,402.0,Weekend,1,48,4.96,1
136.74,120.4,291.0,Regular,0,27,3.36,1
72.04,82.05,559.0,Weekend,1,38,3.19,0
171.67,158.69,353.0,Weekend,0,87,4.33,1
145.39,140.27,432.0,Weekend,1,118,4.82,1
108.22,89.36,366.0,Regular,0,143,4.12,1
151.12,136.6,335.0,Regular,1,67,4.19,1
88.99,75.91,411.0,Regular,1,187,4.08,1
101.78,83.96,344.0,Regular,1,121,3.09,0
187.62,193.89,281.0,Regular,1,163,4.36,1
93.58,107.06,409.0,Regular,0,83,3.72,1
120.5,115.43,352.0,Regular,1,27,4.87,0
183.52,198.5,402.0,Regular,1,128,3.37,1
156.16,144.69,468.0,Holiday,1,152,3.6,1
59.33,52.35,397.0,Regular,1,142,4.01,1
72.1,58.12,367.0,Regular,0,172,3.95,0
51.18,56.0,472.0,Regular,1,72,3.8,1
144.64,141.43,332.0,Regular,0,68,3.63,0
117.15,121.68,423.0,Regular,1,91,3.29,1
70.14,80.61,434.0,Regular,0,168,4.64,0
193.69,195.52,309.0,Regular,0,70,3.9,0
129.45,134.55,499.0,Holiday,1,193,4.15,1
86.28,103.69,518.0,Holiday,1,28,4.09,1
125.09,117.05,322.0,Regular,1,83,4.15,1
151.94,146.31,370.0,Weekend,1,42,4.41,0
61.44,70.14,502.0,Weekend,1,155,4.26,1
91.21,95.66,424.0,Weekend,1,73,3.55,1
171.04,158.19,334.0,Regular,0,111,4.11,0
118.95,114.0,366.0,Weekend,1,34,3.49,1
131.99,130.7,386.0,Regular,1,71,4.18,1
114.92,111.7,331.0,Regular,1,198,3.86,1
56.58,43.72,533.0,Weekend,1,23,3.08,1
74.86,91.84,462.0,Weekend,0,181,4.47,1
116.83,127.32,401.0,Regular,0,120,3.55,0
81.38,80.63,465.0,Regular,1,171,4.84,1
57.5,64.7,413.0,Weekend,0,168,3.56,1
176.55,192.44,462.0,Holiday,1,149,4.99,1
197.18,182.63,324.0,Weekend,0,26,3.93,0
168.97,158.99,407.0,Holiday,1,94,3.05,1
178.07,179.78,401.0,Weekend,1,95,3.15,0
86.3,98.26,476.0,Weekend,1,54,3.16,1
194.09,175.54,226.0,Regular,0,173,3.11,1
79.54,98.9,463.0,Regular,0,165,3.54,1
192.71,190.91,312.0,Regular,1,83,3.65,1
199.22,193.59,292.0,Regular,1,141,3.22,1
156.76,148.47,364.0,Regular,0,75,3.88,1
197.17,184.15,273.0,Regular,0,74,3.73,1
135.43,147.09,450.0,Weekend,0,159,4.27,1
88.93,107.15,519.0,Weekend,1,56,3.39,0
115.55,112.1,399.0,Regular,1,71,4.83,1
139.03,157.13,429.0,Regular,1,166,4.03,1
60.96,73.91,462.0,Weekend,0,34,4.25,0
143.35,142.59,459.0,Holiday,0,146,3.08,0
197.18,204.14,346.0,Regular,1,105,4.12,1
78.52,75.92,499.0,Weekend,0,103,3.74,1
168.89,171.24,327.0,Holiday,0,126,4.85,1
186.18,168.51,285.0,Regular,0,199,4.77,1
191.56,199.41,267.0,Regular,0,96,4.28,1
194.02,176.13,249.0,Regular,0,173,4.54,0
128.22,140.9,408.0,Regular,0,64,4.29,0
196.6,209.59,308.0,Regular,0,115,3.03,1
163.6,153.08,291.0,Regular,0,40,4.41,1
74.25,67.2,410.0,Weekend,1,100,3.35,1
121.54,120.79,468.0,Weekend,0,72,4.37,0
157.75,161.62,339.0,Regular,0,176,3.02,1
87.1,78.6,389.0,Weekend,0,195,3.62,0
146.09,149.79,403.0,Holiday,0,132,4.03,1
149.99,141.9,462.0,Holiday,1,166,3.67,1
74.4,56.62,424.0,Weekend,1,97,4.39,1
134.76,114.86,406.0,Weekend,1,146,4.05,0
165.74,149.79,337.0,Regular,0,138,4.92,1
124.83,136.52,440.0,Weekend,0,122,3.72,1
51.82,70.27,536.0,Holiday,0,106,4.44,0
51.36,48.43,467.0,Regular,1,124,4.67,1
103.55,104.06,418.0,Regular,1,21,3.51,1
188.93,174.8,413.0,Holiday,0,134,4.51,1
84.3,86.34,443.0,Regular,0,51,3.79,1
145.15,130.94,282.0,Regular,0,121,3.26,1
83.31,87.76,401.0,Regular,0,81,3.01,0
98.25,115.58,543.0,Holiday,1,116,4.49,1
177.21,165.03,292.0,Regular,0,141,3.37,1
159.33,169.91,366.0,Regular,1,154,3.1,0
64.31,45.25,421.0,Regular,0,117,3.99,1
114.31,109.33,412.0,Weekend,0,103,3.69,1
54.38,38.81,380.0,Regular,0,169,4.38,1
122.13,116.23,381.0,Regular,1,176,3.21,0
149.37,136.31,330.0,Weekend,0,126,3.27,1
67.78,62.71,415.0,Weekend,0,120,3.81,1
93.33,90.03,454.0,Regular,1,150,4.04,1
109.68,101.7,544.0,Holiday,0,41,4.65,1
187.93,194.19,357.0,Regular,0,103,4.17,0
198.99,215.74,507.0,Holiday,0,108,4.81,1
56.74,52.76,486.0,Holiday,1,125,3.44,1
164.15,151.84,336.0,Regular,0,112,4.19,0
105.76,96.59,559.0,Holiday,1,157,4.31,1
108.87,123.03,383.0,Regular,0,122,4.45,1
163.14,166.01,343.0,Regular,0,120,4.98,0
187.76,185.96,303.0,Regular,1,59,3.94,1
192.64,178.62,259.0,Regular,1,133,3.74,1
136.57,134.56,321.0,Regular,1,167,4.7,0
103.57,94.71,389.0,Weekend,0,144,3.35,1
168.13,185.86,346.0,Regular,0,106,3.07,0
87.65,103.01,519.0,Holiday,1,30,3.89,0
134.61,117.97,388.0,Weekend,0,155,3.49,1
103.79,104.45,409.0,Regular,0,112,3.79,1
148.49,137.5,298.0,Regular,0,55,4.97,0
86.06,82.49,585.0,Holiday,0,172,3.7,1
78.74,93.81,481.0,Weekend,0,186,4.42,0
187.74,188.84,353.0,Regular,1,117,3.5,1
65.27,58.64,399.0,Weekend,1,130,3.61,0
125.89,114.21,407.0,Regular,1,115,3.49,1
83.13,95.14,502.0,Regular,1,81,4.14,0
55.84,60.82,492.0,Weekend,0,124,3.45,1
55.4,54.13,524.0,Holiday,0,168,4.44,1
76.28,64.98,396.0,Regular,0,166,4.36,0
180.02,173.39,293.0,Weekend,1,172,3.84,0
92.37,110.77,515.0,Holiday,0,106,3.05,1
192.57,193.37,350.0,Weekend,0,152,3.05,0
137.24,133.27,344.0,Weekend,0,146,4.07,1
115.49,116.35,500.0,Holiday,0,102,4.68,1
137.01,148.17,384.0,Regular,0,31,4.2,1
127.5,121.11,367.0,Regular,0,122,3.87,1
163.82,150.96,351.0,Regular,1,172,4.76,0
92.37,95.77,422.0,Regular,0,24,3.39,1
102.96,109.57,462.0,Holiday,1,95,3.72,1
184.11,192.62,379.0,Weekend,0,174,4.13,1
191.97,207.25,356.0,Regular,1,23,3.58,0
183.88,178.73,308.0,Regular,0,135,5.0,1
112.92,95.93,374.0,Regular,1,102,3.9,0
167.05,185.39,398.0,Regular,0,192,3.1,0
121.45,118.85,386.0,Regular,1,194,3.35,0
124.63,129.56,462.0,Holiday,1,125,4.06,1
80.7,87.35,454.0,Regular,0,175,4.1,1
138.67,140.53,401.0,Regular,0,54,4.97,1
77.92,66.13,346.0,Regular,0,163,4.2,1
99.73,109.94,400.0,Regular,0,159,4.33,0
178.25,190.4,380.0,Regular,0,99,3.43,1
81.06,83.18,480.0,Regular,1,94,3.21,1
60.67,60.22,401.0,Regular,0,62,4.2,1
60.35,44.91,418.0,Regular,1,47,4.73,0
191.12,174.48,263.0,Regular,1,100,4.17,1
126.04,119.62,406.0,Regular,1,38,3.89,1
111.41,103.85,549.0,Holiday,0,93,4.16,1
171.63,189.78,347.0,Regular,0,142,3.94,1
175.37,186.72,357.0,Regular,0,74,3.28,0
99.83,106.23,440.0,Regular,0,102,4.48,0
154.04,154.75,450.0,Holiday,0,183,4.07,1
165.67,152.36,285.0,Regular,1,81,3.8,1
148.2,167.34,439.0,Weekend,1,126,4.12,1
72.74,67.74,365.0,Regular,0,186,3.48,1
181.38,165.66,339.0,Weekend,0,135,3.86,1
130.86,130.62,346.0,Regular,0,60,4.24,1
92.37,107.33,423.0,Weekend,1,105,3.45,1
113.78,129.28,551.0,Holiday,1,85,4.5,1
55.64,36.07,390.0,Regular,0,116,4.04,1
69.18,84.63,592.0,Holiday,0,187,4.72,1
164.83,155.69,289.0,Regular,0,38,4.69,1
50.0,31.56,454.0,Regular,0,74,3.99,1
112.48,126.4,389.0,Regular,0,131,3.39,1
128.38,142.93,510.0,Weekend,1,65,4.47,0
58.2,62.04,493.0,Regular,0,23,3.84,1
195.96,198.94,310.0,Weekend,1,44,4.19,1
83.92,96.44,466.0,Regular,0,82,3.21,1
95.63,107.08,436.0,Regular,1,130,4.26,1
95.59,111.2,521.0,Holiday,1,32,3.75,0
84.56,86.67,454.0,Weekend,0,134,3.67,1
50.22,68.93,509.0,Weekend,1,105,4.96,1
159.4,179.25,408.0,Regular,0,23,3.86,0
195.03,179.69,302.0,Weekend,0,21,4.36,1
83.64,97.63,459.0,Regular,0,86,4.26,1
149.46,149.45,345.0,Regular,0,129,3.21,1
161.28,156.79,343.0,Regular,0,49,4.5,1
177.26,181.79,349.0,Regular,1,151,3.65,1
113.39,95.63,425.0,Weekend,0,67,4.6,0
95.44,95.7,438.0,Regular,0,62,4.22,1
98.79,113.63,435.0,Regular,1,112,3.63,0
156.89,145.43,310.0,Regular,1,192,3.71,0
172.52,169.57,380.0,Holiday,0,160,4.46,1
77.24,94.82,503.0,Weekend,0,66,4.1,0
105.64,102.78,451.0,Weekend,0,47,4.34,0
185.29,179.63,287.0,Weekend,0,56,3.32,1
171.0,168.63,485.0,Holiday,1,47,4.57,1
197.73,198.51,363.0,Weekend,0,174,3.64,1
163.14,168.42,343.0,Regular,0,177,4.24,0
108.98,121.01,501.0,Weekend,1,153,3.23,1
138.6,136.68,315.0,Regular,1,139,3.64,1
149.15,161.85,465.0,Holiday,0,28,4.3,0
61.77,63.12,402.0,Regular,1,153,3.55,0
131.67,125.21,352.0,Regular,1,176,4.76,0
156.4,162.72,325.0,Regular,0,89,4.32,1
75.1,83.81,495.0,Regular,1,105,4.74,1
167.09,169.42,407.0,Holiday,0,85,3.79,1
137.57,119.83,323.0,Regular,1,114,3.07,1
192.83,179.63,481.0,Holiday,1,89,4.15,0
56.36,47.78,478.0,Weekend,0,24,3.68,1
89.8,81.1,469.0,Weekend,1,39,3.9,1
140.23,147.17,394.0,Regular,1,159,4.36,0
94.48,75.22,353.0,Weekend,1,121,4.4,1
157.16,167.39,365.0,Regular,1,121,3.06,1
163.85,154.46,320.0,Weekend,0,155,4.54,1
65.38,57.78,382.0,Regular,1,139,3.99,0
127.08,128.19,376.0,Regular,1,68,4.11,0
126.33,114.97,423.0,Weekend,1,83,3.6,1
105.39,120.77,437.0,Weekend,1,197,3.84,1
189.94,173.35,216.0,Regular,0,116,4.42,1
174.13,171.9,409.0,Weekend,0,58,4.55,1
154.58,168.56,390.0,Regular,1,59,3.77,0
157.15,161.78,373.0,Regular,1,50,4.38,0
119.26,110.95,455.0,Weekend,0,22,3.52,1
188.15,184.98,366.0,Weekend,0,91,4.66,0
154.19,162.46,460.0,Weekend,1,49,4.22,1
159.35,178.28,464.0,Weekend,1,114,4.55,0
179.25,194.98,399.0,Weekend,1,48,3.95,1
91.11,84.81,558.0,Holiday,0,75,3.46,1
171.06,190.99,404.0,Weekend,1,106,3.86,0
79.29,59.43,424.0,Weekend,1,127,3.76,1
101.8,82.91,351.0,Regular,1,82,3.67,1
100.34,113.3,408.0,Regular,1,49,3.42,1
196.78,184.76,257.0,Regular,0,72,4.52,1
178.48,160.91,458.0,Holiday,1,65,3.17,1
155.18,144.66,490.0,Holiday,1,122,4.78,1
159.06,156.1,338.0,Regular,0,156,3.35,0
134.31,143.53,439.0,Regular,1,26,4.96,1
192.06,197.04,495.0,Holiday,1,82,4.98,0
124.44,113.94,372.0,Weekend,1,194,3.8,1
107.08,107.21,339.0,Regular,0,63,4.98,0
74.46,91.5,410.0,Regular,0,196,4.74,1
167.93,180.53,488.0,Holiday,0,98,3.16,1
160.17,153.09,325.0,Regular,0,78,4.89,0
107.65,126.94,456.0,Regular,0,94,3.09,0
53.78,62.12,426.0,Regular,0,103,3.36,1
175.85,158.35,307.0,Regular,0,32,4.17,1
51.71,33.12,457.0,Weekend,1,177,3.16,1
155.55,142.29,337.0,Regular,0,123,3.32,0
195.54,204.65,314.0,Regular,0,122,4.91,0
115.65,103.0,378.0,Regular,0,103,4.99,1
85.25,85.71,446.0,Regular,0,128,4.6,1
155.73,139.46,371.0,Regular,1,62,4.03,0
172.57,189.4,354.0,Holiday,0,198,4.8,1
131.96,125.72,426.0,Holiday,1,121,3.22,0
195.06,211.38,316.0,Regular,1,27,4.89,0
57.75,75.55,564.0,Weekend,0,56,3.7,0
125.72,105.96,418.0,Holiday,0,125,4.72,0
157.77,156.33,378.0,Weekend,0,116,4.34,1
179.4,160.38,318.0,Regular,0,109,4.92,1
76.89,93.24,520.0,Holiday,0,127,4.73,1
170.0,170.74,357.0,Regular,1,139,4.78,1
132.91,115.9,485.0,Holiday,0,58,4.26,1
109.48,93.89,385.0,Holiday,0,155,4.67,1
69.76,65.1,509.0,Weekend,0,81,4.51,1
179.79,197.4,389.0,Holiday,1,58,3.32,0
73.59,81.31,456.0,Regular,0,161,4.3,1
96.47,111.17,413.0,Regular,0,71,3.3,1
93.51,88.17,434.0,Regular,1,76,4.74,1
180.71,162.44,282.0,Weekend,0,168,3.13,1
150.91,169.88,370.0,Regular,0,42,4.97,0
169.5,150.19,371.0,Holiday,0,151,3.8,1
87.57,105.48,475.0,Weekend,1,190,3.34,1
143.73,138.48,329.0,Regular,0,158,4.87,1
135.76,116.17,340.0,Regular,0,103,3.09,0
174.92,182.49,398.0,Holiday,1,38,3.94,1
185.91,205.13,363.0,Weekend,0,84,4.54,0
51.82,70.45,500.0,Regular,1,114,3.63,1
151.1,137.54,406.0,Weekend,0,149,4.06,1
57.78,45.03,435.0,Regular,0,124,4.4,1
132.33,134.95,327.0,Regular,1,196,4.9,1
93.14,98.64,448.0,Regular,1,181,3.21,1
96.02,105.59,441.0,Weekend,0,23,3.31,1
102.94,90.19,359.0,Regular,1,58,4.02,1
143.19,161.55,492.0,Holiday,1,68,3.84,1
100.11,105.66,393.0,Weekend,0,150,3.82,0
159.9,173.79,353.0,Regular,1,173,3.59,1
110.68,112.28,363.0,Weekend,0,60,4.12,0
60.25,56.82,522.0,Weekend,0,84,4.77,1
167.56,186.65,386.0,Regular,0,141,3.32,1
92.86,96.15,382.0,Regular,1,163,3.43,0
114.92,129.59,558.0,Holiday,0,54,4.34,1
152.82,170.95,391.0,Weekend,1,163,3.11,1
99.87,106.88,382.0,Weekend,0,52,4.35,1
58.49,60.45,520.0,Weekend,0,178,3.63,1
106.09,86.23,391.0,Regular,1,169,3.72,0
191.67,173.27,332.0,Regular,1,80,3.81,0
146.26,134.29,291.0,Regular,0,127,3.7,1
150.72,138.16,376.0,Holiday,0,182,4.68,0
144.84,135.03,362.0,Holiday,1,58,4.89,1
79.85,72.05,403.0,Weekend,0,150,4.1,1
112.75,107.15,469.0,Weekend,1,115,4.16,1
162.64,159.46,386.0,Holiday,1,160,3.14,1
65.21,49.16,467.0,Weekend,1,33,4.43,1
91.68,73.37,516.0,Holiday,1,188,4.17,0
91.45,98.41,446.0,Regular,1,155,3.1,0
114.8,116.3,349.0,Regular,0,130,3.4,1
197.06,194.82,262.0,Regular,0,38,3.4,1
60.13,65.5,503.0,Holiday,0,128,3.34,1
127.81,140.91,396.0,Regular,0,161,4.32,1
76.9,74.01,443.0,Regular,1,197,4.86,0
195.6,201.25,299.0,Weekend,0,118,4.53,1
67.0,85.14,433.0,Regular,1,80,3.95,0
110.54,124.13,456.0,Regular,1,183,3.81,1
160.68,157.72,315.0,Regular,1,86,3.77,0
155.68,161.47,358.0,Weekend,0,96,4.2,0
113.41,100.49,417.0,Weekend,1,111,3.72,1
101.98,104.4,365.0,Regular,0,64,3.45,1
109.64,128.89,460.0,Weekend,1,110,4.21,1
89.64,90.37,444.0,Regular,0,91,3.78,1
80.8,97.91,435.0,Regular,1,154,3.03,1
122.46,118.75,409.0,Weekend,0,132,3.04,1
90.28,110.23,426.0,Regular,0,41,3.55,1
93.12,96.29,449.0,Regular,0,121,4.02,1
148.51,130.2,391.0,Holiday,1,156,3.71,0
195.28,198.75,335.0,Weekend,1,79,3.05,1
140.55,131.53,300.0,Regular,0,61,3.45,1
61.55,42.85,380.0,Regular,0,78,3.19,1
61.34,74.17,471.0,Weekend,0,187,4.9,1
192.71,183.74,401.0,Holiday,0,48,3.63,1
94.59,106.46,423.0,Regular,0,120,3.03,1
63.81,55.34,447.0,Regular,0,133,4.32,1
139.86,127.63,349.0,Weekend,1,131,3.46,0
143.55,162.5,410.0,Regular,0,61,4.13,1
147.28,141.74,484.0,Holiday,1,48,3.3,1
90.11,94.17,532.0,Holiday,0,40,4.97,1
52.27,56.67,508.0,Regular,1,116,4.94,1
194.75,197.17,464.0,Holiday,1,142,4.31,1
87.63,104.22,460.0,Regular,0,82,4.41,0
151.4,158.38,551.0,Holiday,0,57,3.85,1
155.99,152.14,338.0,Regular,0,159,4.92,1
141.5,156.0,449.0,Weekend,0,52,3.85,1
96.94,84.18,435.0,Weekend,0,20,3.48,1
90.66,92.43,369.0,Regular,0,47,3.23,1
139.65,157.67,434.0,Weekend,0,97,3.42,1
179.91,184.93,301.0,Regular,0,136,4.14,1
192.01,204.69,278.0,Regular,0,78,3.49,1
65.89,72.03,436.0,Regular,0,68,4.31,1
73.22,86.8,412.0,Regular,0,64,3.76,1
191.71,209.49,303.0,Regular,1,142,4.77,1
160.48,151.4,321.0,Regular,1,153,4.12,1
182.45,169.24,271.0,Regular,1,134,4.25,1
80.39,79.75,458.0,Regular,0,39,4.11,1
138.14,146.21,449.0,Weekend,0,104,4.77,0
155.17,144.26,352.0,Regular,0,163,3.13,0
152.02,132.18,431.0,Holiday,0,159,3.13,1
111.22,104.94,462.0,Weekend,1,71,4.4,1
52.31,71.06,498.0,Weekend,0,167,4.54,1
137.44,145.24,336.0,Regular,1,192,3.87,0
87.97,84.02,389.0,Regular,1,116,3.7,1
117.54,105.24,386.0,Regular,1,133,3.56,1
193.64,187.88,383.0,Holiday,0,21,3.47,0
109.86,96.65,391.0,Weekend,0,53,4.82,1
175.97,160.22,248.0,Regular,0,45,3.59,1
78.28,94.55,443.0,Weekend,0,180,4.3,1
150.87,170.78,511.0,Holiday,1,189,4.57,1
196.55,183.12,319.0,Weekend,0,113,3.04,1
65.28,47.46,407.0,Regular,0,84,3.07,1
51.25,44.44,456.0,Weekend,0,129,3.67,1
115.04,113.5,385.0,Weekend,0,27,4.39,1
63.89,52.09,373.0,Regular,0,84,3.52,1
162.26,154.31,354.0,Weekend,0,129,3.0,1
187.18,175.22,259.0,Regular,1,157,3.58,1
115.1,126.07,598.0,Holiday,1,51,3.18,0
88.81,97.31,500.0,Weekend,0,70,3.44,1
115.16,120.56,341.0,Regular,0,187,3.67,0
158.52,154.01,347.0,Regular,0,85,3.26,1
51.36,67.72,498.0,Regular,1,50,4.41,1
138.42,157.2,437.0,Regular,0,87,3.51,0
141.99,128.94,398.0,Weekend,1,31,4.32,1
145.65,134.57,436.0,Holiday,0,50,4.2,1
86.3,87.33,442.0,Weekend,0,42,4.8,1
157.11,140.76,260.0,Regular,0,180,3.18,1
63.71,61.17,488.0,Regular,1,27,3.43,1
79.89,83.16,418.0,Regular,0,143,4.73,0
181.62,182.5,468.0,Holiday,0,99,4.64,1
160.81,154.04,330.0,Regular,0,34,3.38,1
52.06,53.76,410.0,Regular,0,188,3.22,1
87.26,105.61,468.0,Regular,0,123,4.71,0
82.16,70.4,431.0,Regular,1,199,3.36,1
90.62,96.81,403.0,Regular,1,173,4.74,1
87.13,68.87,401.0,Weekend,1,97,4.92,1
59.38,42.04,521.0,Holiday,0,31,3.44,0
118.84,120.91,405.0,Weekend,0,46,4.68,0
159.91,144.11,329.0,Holiday,0,130,3.85,1
141.01,121.9,363.0,Weekend,0,177,4.58,0
150.93,137.79,403.0,Holiday,1,23,3.81,1
62.17,64.77,495.0,Weekend,0,73,3.14,0
192.72,200.86,377.0,Regular,1,114,4.43,1
175.77,163.87,331.0,Regular,1,181,3.3,1
170.76,177.49,284.0,Regular,0,103,4.85,0
173.45,160.75,317.0,Weekend,1,165,3.84,1
189.91,194.44,325.0,Holiday,0,194,3.16,1
131.64,128.12,379.0,Holiday,0,125,3.46,1
80.04,86.19,451.0,Regular,0,149,4.73,1
142.52,162.32,430.0,Regular,1,140,3.64,1
161.43,178.94,479.0,Holiday,0,92,4.71,1
160.69,140.86,320.0,Regular,1,35,3.34,0
128.22,143.63,418.0,Weekend,1,159,3.94,1
60.27,42.93,377.0,Regular,1,152,4.76,0
105.67,123.79,426.0,Weekend,1,186,3.1,0
188.11,179.39,369.0,Weekend,0,162,3.61,1
137.67,132.95,350.0,Regular,1,91,4.82,1
130.75,114.42,367.0,Regular,0,107,4.19,1
90.33,74.82,387.0,Regular,0,166,4.43,1
105.27,114.34,426.0,Regular,0,120,4.68,0
184.3,202.08,391.0,Weekend,0,101,4.05,1
149.97,154.4,378.0,Weekend,1,104,4.69,1
168.11,176.74,374.0,Regular,0,68,4.28,0
118.15,128.63,364.0,Regular,0,142,4.37,1
144.54,135.05,379.0,Regular,0,58,3.31,1
87.26,69.07,451.0,Weekend,0,97,4.88,1
155.82,135.89,338.0,Regular,0,162,4.59,1
114.14,108.17,453.0,Weekend,0,142,3.51,1
116.38,106.04,362.0,Regular,1,74,4.16,0
147.4,129.89,349.0,Regular,0,132,3.75,0
190.44,177.62,261.0,Regular,0,64,4.32,0
59.6,44.58,468.0,Weekend,0,86,4.99,1
173.71,190.31,439.0,Weekend,0,25,3.09,0
93.86,79.47,427.0,Holiday,1,89,4.91,0
116.59,118.09,339.0,Regular,0,178,3.14,1
53.29,57.01,510.0,Weekend,0,41,3.92,1
95.16,96.9,358.0,Regular,0,104,3.96,1
125.39,109.36,331.0,Regular,1,185,3.54,1
58.43,51.18,419.0,Regular,0,121,4.13,1
123.66,105.72,363.0,Regular,0,77,4.67,1
189.07,184.89,322.0,Regular,0,176,3.59,1
65.81,53.35,418.0,Regular,1,129,3.14,1
164.67,167.13,402.0,Holiday,1,158,4.26,0
111.45,119.16,420.0,Regular,0,195,4.5,0
148.28,149.56,360.0,Regular,1,105,4.91,1
89.04,86.4,424.0,Weekend,0,79,3.32,0
73.92,69.42,349.0,Regular,0,198,4.8,1
74.07,87.74,480.0,Regular,0,186,3.96,1
60.57,49.35,428.0,Regular,1,153,3.47,0
77.85,87.22,479.0,Weekend,0,49,4.93,1
149.63,159.93,353.0,Regular,1,126,3.48,0
182.25,179.02,362.0,Weekend,0,148,4.47,0
172.12,164.01,317.0,Regular,1,105,4.57,1
152.77,151.59,323.0,Weekend,0,28,3.86,1
66.56,50.29,415.0,Regular,0,192,4.38,1
93.38,75.22,409.0,Weekend,0,155,4.14,1
96.47,80.94,424.0,Holiday,0,53,3.38,1
87.49,74.98,461.0,Holiday,0,155,4.52,0
127.25,127.42,485.0,Holiday,0,159,4.86,1
130.33,144.3,413.0,Regular,1,62,3.98,1
103.53,92.96,362.0,Regular,0,124,4.99,1
103.07,120.47,490.0,Holiday,0,75,3.86,0
174.28,192.48,482.0,Holiday,0,50,3.96,1
168.39,186.75,372.0,Weekend,0,189,4.35,1
96.17,109.67,435.0,Regular,0,180,3.37,1
187.07,181.62,466.0,Holiday,1,38,4.8,1
192.92,175.83,324.0,Weekend,0,132,4.6,1
99.01,101.76,503.0,Weekend,1,23,4.74,1
103.16,105.51,375.0,Weekend,0,31,4.22,0
125.85,139.84,406.0,Weekend,1,103,4.77,0
191.17,211.01,405.0,Weekend,0,123,4.36,1
181.45,181.77,281.0,Regular,0,175,4.02,1
65.39,59.19,404.0,Regular,0,77,4.86,1
108.91,96.35,525.0,Holiday,1,67,3.88,1
133.01,113.2,292.0,Regular,1,139,4.0,1
125.47,125.83,417.0,Weekend,0,143,3.34,1
79.08,81.3,378.0,Regular,0,20,4.9,1
178.82,191.82,359.0,Weekend,1,124,3.44,0
151.54,151.72,348.0,Regular,0,63,3.4,1
175.69,192.34,335.0,Regular,0,82,3.2,1
178.81,183.94,406.0,Weekend,1,114,3.91,0
162.25,175.87,380.0,Regular,1,57,3.55,0
115.88,101.81,417.0,Weekend,1,28,4.48,1
141.58,155.8,425.0,Regular,1,25,3.62,0
74.05,81.06,615.0,Holiday,0,89,4.44,0
151.05,137.86,402.0,Weekend,0,71,3.39,1
76.89,64.48,406.0,Regular,1,86,3.46,1
154.09,171.15,475.0,Weekend,1,115,4.61,1
84.44,65.73,422.0,Weekend,1,118,3.74,1
67.63,66.13,502.0,Weekend,1,163,3.22,1
74.79,67.33,363.0,Regular,0,149,4.92,1
50.3,56.9,482.0,Weekend,0,55,3.35,1
157.81,171.4,526.0,Holiday,0,124,3.3,1
159.86,154.28,320.0,Regular,1,54,3.72,0
127.24,124.32,372.0,Weekend,0,139,3.19,0
74.2,93.48,528.0,Weekend,1,49,3.31,1
62.53,73.89,564.0,Holiday,0,192,4.69,0
52.87,68.76,516.0,Weekend,0,193,3.34,1
74.86,72.41,435.0,Weekend,0,112,3.22,0
183.63,172.99,263.0,Regular,1,148,4.76,0
86.23,82.71,402.0,Weekend,0,124,3.89,1
103.14,111.78,559.0,Holiday,1,119,3.31,1
65.8,50.18,547.0,Holiday,0,122,4.16,1
83.35,74.17,468.0,Holiday,0,50,3.08,1
127.88,109.75,283.0,Regular,0,44,3.85,1
141.16,138.46,430.0,Holiday,1,66,4.18,1
86.8,99.9,438.0,Weekend,0,20,4.91,1
58.66,39.65,462.0,Weekend,1,121,3.65,1
108.65,115.67,390.0,Regular,0,137,4.53,0
85.13,102.43,452.0,Weekend,0,184,3.27,0
82.93,72.41,424.0,Weekend,0,132,3.87,1
193.98,201.72,297.0,Regular,0,159,3.45,1
142.45,161.45,489.0,Weekend,0,39,3.98,1
133.53,152.02,438.0,Regular,0,49,3.83,1
112.37,101.76,399.0,Regular,1,98,4.96,1
114.34,98.35,371.0,Weekend,0,147,4.83,1
131.14,117.07,332.0,Regular,0,104,4.16,1
154.46,162.55,372.0,Regular,0,83,3.35,1
155.32,164.35,348.0,Regular,0,37,4.11,0
75.75,82.72,436.0,Regular,0,51,4.58,0
125.02,118.46,380.0,Holiday,1,166,3.08,0
111.79,98.58,380.0,Weekend,1,113,3.87,1
180.58,183.81,307.0,Regular,1,52,3.09,1
144.71,144.06,413.0,Weekend,0,169,3.49,1
129.88,139.03,345.0,Regular,0,128,3.18,1
67.31,64.96,553.0,Holiday,0,176,4.92,1
140.85,134.39,331.0,Regular,0,23,3.34,1
67.58,59.32,383.0,Weekend,0,197,3.3,0
100.58,89.04,447.0,Holiday,0,119,4.94,1
71.43,62.06,411.0,Regular,1,141,4.03,1
153.81,137.6,328.0,Weekend,1,151,4.52,1
80.94,74.81,487.0,Holiday,0,24,3.65,0
108.78,90.24,489.0,Holiday,1,186,4.07,1
184.35,171.81,319.0,Regular,1,76,3.01,1
80.65,90.52,438.0,Regular,0,50,3.82,0
126.17,119.19,424.0,Holiday,1,26,4.11,1
112.89,119.62,442.0,Weekend,0,31,4.03,1
52.72,61.39,496.0,Holiday,1,29,3.81,1
168.91,172.16,353.0,Regular,0,176,4.58,0
60.36,78.7,553.0,Holiday,0,160,4.0,1
121.14,102.0,406.0,Weekend,0,146,4.27,1
134.1,143.65,432.0,Holiday,1,178,3.37,0
144.26,162.62,424.0,Regular,0,156,4.72,0
